StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q2,Q3,Q4,Q5_1,Q5_2,Q5_3,Q5_4,Q5_5,Q5_6,Q5_7,Q5_8,Q6_1,Q6_2,Q6_3,Q6_4,Q6_5,Q6_6,Q6_7,Q6_8,Q7_1,Q7_2,Q7_3,Q7_4,Q7_5,Q7_6,Q7_7,Q7_8,Q8,Q8_16_TEXT,Q9,Q9_22_TEXT,Q10,Q10_20_TEXT,Q11,Q11_33_TEXT,Q12,Q12_14_TEXT,Q13,Q13_28_TEXT,Q14,Q14_16_TEXT,Q15,Q16,Q17,Q18,Q18_23_TEXT,Q19,Q19_23_TEXT,Q20_15,Q20_26,Q20_27,Q20_28,Q20_29,Q20_30,Q20_31,Q20_32,Q20_33,Q20_34,Q21_1,Q21_2,Q21_3,Q21_4,Q21_5,Q21_6,Q21_7,Q21_8,Q21_9,Q21_10,Q22_15,Q22_26,Q22_27,Q22_28,Q22_29,Q22_30,Q22_31,Q22_32,Q22_33,Q22_34,Q23_1,Q23_2,Q23_3,Q23_4,Q23_5,Q23_6,Q23_7,Q23_8,Q23_9,Q23_10,Q24,Q25,Q26,Q27_9,Q28,Q28_8_TEXT,Q29,Q30,Q30_42_TEXT,Q31,Q32,Q33,Q34_1,Q35
2024-04-15 00:15:54,2024-04-15 00:35:45,IP Address,102.90.42.69,100,1190,True,2024-04-15 00:35:46,R_8BAZtMexDGikYtb,NA,NA,NA,NA,4.7731,7.0085,anonymous,EN-GB,"Yes, I fully understand","Yes, I fully understand","2- Registered Reports
 (format of empirical article where a study proposal is reviewed before the research is undertaken) 
,3- Replication Studies
 (research attempting to reproduce the methods and findings of prior research) 
,4- Open Data
(making research data publicly available, e.g FAIR data)
,8- Open Peer Review
 (journal or grant peer review where authors and reviewers are aware of each other's identity) 
",NA,4- Agree,4- Agree,4- Agree,NA,NA,NA,1- Strongly disagree,NA,1- I have done (including as a principal author or participant),2- No,1- I have done (including as a principal author or participant),NA,NA,NA,2- No,NA,4- High probability,4- High probability,2- Low probability,NA,NA,NA,2- Low probability,I am not involved in replication studies,NA,No reasons,NA,NA,NA,No reasons,NA,1- There is no access to learn about registered reports or which journals accept registered reports,NA,NA,NA,"7- Advocacy from supervisors, colleagues or university/college",NA,5- Highly willing,1- Strongly unwilling,2- Difficult,1- There are language barriers that make communication difficult,NA,"1- Literature resources purchased by the university library,2- Google Scholar, web of science and other free indexing engines,8- Write an email to the author requesting the article",NA,34,62,40,58,65,61,5,27,NA,NA,"No, I have never done it before","No, I have never done it before","No, I have never done it before","No, I have never done it before","No, I have never done it before","No, I have never done it before","No, I have never done it before","No, I have never done it before","No, I have never done it before","No, I have never done it before",5,0,1,NA,NA,NA,NA,NA,NA,NA,Unacceptable,Unacceptable,Unacceptable,Unacceptable,Unacceptable,Unacceptable,Unacceptable,Unacceptable,Unacceptable,Unacceptable,3- Moderately important,"Yes, need human sample",4- High representativeness,22,Male,NA,30,Postgraduate,NA,Joseph Sarwuan Tarka University Makurdi,Science (including science and technology),2020,32,NA
2024-04-15 00:24:46,2024-04-15 00:44:27,IP Address,197.211.58.117,100,1180,True,2024-04-15 00:44:28,R_2ltew86SJQbN7Lr,NA,NA,NA,NA,6.4474,3.3903,anonymous,EN-GB,"Yes, I fully understand","Yes, I fully understand","3- Replication Studies
 (research attempting to reproduce the methods and findings of prior research) 
,6- Preprints
(making research papers available prior to journal peer-review in an online repository)
",NA,NA,4- Agree,NA,NA,4- Agree,NA,NA,NA,NA,1- I have done (including as a principal author or participant),NA,NA,2- No,NA,NA,NA,NA,4- High probability,NA,NA,4- High probability,NA,NA,"1- Replicating the research of others requires raw data or code, but sometimes the data and code may not be publicly available, or the data storage may be irregular and difficult to access,4- Some research questions are very complex and require expertise and skills in many areas, making it more challenging to conduct repetitive studies,7- Some authors didn’t like others replicating their research,9- Institutes and publishers do not have adequate incentives to encourage replication studies, resulting in poor motivation among researchers",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2- Fewer journals involve preprints, which is not conducive to the subsequent publication of preprints in academic journals,4- Preprints may lead to some academic dishonesty, such as data falsification and plagiarism",NA,"1- Conferences, lectures, etc. on open science,2- Social media and blogs such as Twitter, WeChat, etc",NA,5- Highly willing,1- Strongly unwilling,2- Difficult,4- Inadequate funding and resources for research,NA,"1- Literature resources purchased by the university library,2- Google Scholar, web of science and other free indexing engines,8- Write an email to the author requesting the article,9- Ask friends or academic community for help",NA,4,13,20,20,13,34,20,26,64,26,"No, I have never done it before","No, I have never done it before","No, I have never done it before","Yes, I have done it before","Yes, I have done it before","Yes, I have done it before","No, I have never done it before","Yes, I have done it before","No, I have never done it before","Yes, I have done it before",57,25,42,41,48,93,13,29,44,26,Acceptable,Probably acceptable,Acceptable,Probably acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Unacceptable,5- Very important,"Yes, need human sample",4- High representativeness,49,Male,NA,30,Other____,Graduate,"University of Agriculture Makurdi, Benue State",Agriculture,I haven't had any relevant practice,52,NA
2024-04-15 00:05:58,2024-04-15 00:55:44,IP Address,197.210.76.218,100,2986,True,2024-04-15 00:55:45,R_3l5I3m95I9OANAS,NA,NA,NA,NA,12.996,7.6049,anonymous,EN-GB,"Yes, I fully understand","Yes, I fully understand","1- Study Preregistration
(e.g pre-analysis plan, prospective registration)
,2- Registered Reports
 (format of empirical article where a study proposal is reviewed before the research is undertaken) 
,4- Open Data
(making research data publicly available, e.g FAIR data)
,6- Preprints
(making research papers available prior to journal peer-review in an online repository)
,8- Open Peer Review
 (journal or grant peer review where authors and reviewers are aware of each other's identity) 
",4- Agree,4- Agree,NA,3- Neutral,NA,4- Agree,NA,3- Neutral,3- My research doesn't involve this,2- No,NA,2- No,NA,2- No,NA,2- No,3- Probable,2- Low probability,NA,2- Low probability,NA,3- Probable,NA,2- Low probability,NA,NA,14- Privacy and confidentiality agreements require that data not be disclosed,NA,NA,NA,No reasons,NA,My studies are not involved in registered reports,NA,6- Worried that others will see my preprint and rush to publish,NA,"2- Social media and blogs such as Twitter, WeChat, etc",NA,4- Willing,1- Strongly unwilling,2- Difficult,1- There are language barriers that make communication difficult,NA,9- Ask friends or academic community for help,NA,20,19,11,35,80,20,18,24,NA,NA,"No, I have never done it before","No, I have never done it before","No, I have never done it before","No, I have never done it before","No, I have never done it before","No, I have never done it before","No, I have never done it before","No, I have never done it before","No, I have never done it before","No, I have never done it before",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unacceptable,Probably acceptable,Probably acceptable,Acceptable,Probably acceptable,Unacceptable,Acceptable,Acceptable,Unacceptable,Probably acceptable,5- Very important,No,NA,NA,Female,NA,29,Other____,NA,Ogugu community science secondary school,"Management (including Business Management, Public Administration)",I haven't had any relevant practice,70,Glad to be part of this survey 🙏
2024-04-15 02:03:12,2024-04-15 02:15:27,IP Address,41.78.82.65,100,734,True,2024-04-15 02:15:28,R_28RNlssOQQsTFKl,NA,NA,NA,NA,9.0567,7.4969,anonymous,EN-GB,"Yes, I fully understand","Yes, I fully understand",0- I don't know any of the above,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5- Highly willing,1- Strongly unwilling,4- Easy,"1- There are language barriers that make communication difficult,3- Legal restrictions on international data sharing and privacy protection issues,4- Inadequate funding and resources for research,10- Potential impact of political and economic factors on cooperation",NA,"1- Literature resources purchased by the university library,2- Google Scholar, web of science and other free indexing engines,3- Professional paid academic databases such as Wanfang, and CQVIP (not purchased by the university, individual payment required)",NA,50,49,52,53,52,52,51,51,50,51,"Yes, I have done it before","Yes, I have done it before","Yes, I have done it before","No, I have never done it before","Yes, I have done it before","No, I have never done it before","Yes, I have done it before","Yes, I have done it before","Yes, I have done it before","Yes, I have done it before",49,48,49,53,54,55,57,54,56,56,Unacceptable,Unacceptable,Unacceptable,Unacceptable,Unacceptable,Unacceptable,Unacceptable,Unacceptable,Unacceptable,Unacceptable,3- Moderately important,No,NA,NA,Male,NA,26,Postgraduate,NA,"Benue State University, Makurdi",Agriculture,2019,89,NA
2024-04-15 03:44:12,2024-04-15 04:13:26,IP Address,125.138.149.125,100,1753,True,2024-04-15 04:13:26,R_4I9VgM1euURvD5T,NA,NA,NA,NA,37.5245,127.0354,anonymous,EN-GB,"Yes, I fully understand","Yes, I fully understand","2- Registered Reports
 (format of empirical article where a study proposal is reviewed before the research is undertaken) 
,3- Replication Studies
 (research attempting to reproduce the methods and findings of prior research) 
,4- Open Data
(making research data publicly available, e.g FAIR data)
,6- Preprints
(making research papers available prior to journal peer-review in an online repository)
,7- Open Access Publication
(making peer-reviewed papers or other publications publicly available)
,8- Open Peer Review
 (journal or grant peer review where authors and reviewers are aware of each other's identity) 
",NA,5- Strongly agree,4- Agree,4- Agree,NA,4- Agree,4- Agree,2- Disagree,NA,1- I have done (including as a principal author or participant),2- No,2- No,NA,3- My research doesn't involve this,1- I have done (including as a principal author or participant),2- No,NA,5- Very high probability,2- Low probability,1- Extremely low probability,NA,2- Low probability,5- Very high probability,1- Extremely low probability,"3- I want to contribute to advancing new theories in the limited time I have rather than replicating past research,5- Colleagues didn't replicate other people's research much, which made me think I didn't need to do it either,8- Journals or peers prefer studies with novel results or with positive results; replication studies are not well-published,10- Replication studies lack financial support",NA,I am not involved in open data,NA,NA,NA,"7- Open peer review may reveal personal information such as the author's identity, workplace, etc., leading to privacy disclosure issues,8- Open peer review may reveal personal information such as the reviewer's identity, workplace, etc., leading to privacy disclosure issues",NA,My studies are not involved in registered reports,NA,"1- There is no access to learn about preprint platforms or the process of publishing preprints,2- Fewer journals involve preprints, which is not conducive to the subsequent publication of preprints in academic journals,3- Preprint articles without peer review are less credible and prone to erroneous conclusions affecting public perception and trust,4- Preprints may lead to some academic dishonesty, such as data falsification and plagiarism,6- Worried that others will see my preprint and rush to publish,8- My supervisor doesn't want me to upload a preprint",NA,"2- Social media and blogs such as Twitter, WeChat, etc",NA,5- Highly willing,1- Strongly unwilling,2- Difficult,"4- Inadequate funding and resources for research,5- Challenges of policy or administrative constraints on international cooperation,9- International differences in science evaluation and incentive mechanisms,10- Potential impact of political and economic factors on cooperation",NA,"1- Literature resources purchased by the university library,2- Google Scholar, web of science and other free indexing engines,4- SCI-HUB,9- Ask friends or academic community for help",NA,NA,NA,NA,NA,76,47,94,76,46,NA,"No, I have never done it before","No, I have never done it before","No, I have never done it before","No, I have never done it before","No, I have never done it before","No, I have never done it before","No, I have never done it before","Yes, I have done it before","No, I have never done it before","No, I have never done it before",NA,NA,NA,NA,55,58,82,68,NA,NA,Unacceptable,Unacceptable,Probably acceptable,Unacceptable,Probably acceptable,Probably acceptable,Acceptable,Acceptable,Probably acceptable,Unacceptable,4- Important,No,NA,NA,Male,NA,30,Postgraduate,NA,Chungnam national university,Agriculture,I haven't had any relevant practice,0,NA
2024-04-15 07:34:17,2024-04-15 07:42:51,IP Address,197.210.70.233,100,513,True,2024-04-15 07:42:53,R_8P6VkDe4MqtzAvk,NA,NA,NA,NA,12.996,7.6049,anonymous,EN-GB,"Yes, I fully understand","Yes, I fully understand","1- Study Preregistration
(e.g pre-analysis plan, prospective registration)
,6- Preprints
(making research papers available prior to journal peer-review in an online repository)
,7- Open Access Publication
(making peer-reviewed papers or other publications publicly available)
,8- Open Peer Review
 (journal or grant peer review where authors and reviewers are aware of each other's identity) 
",3- Neutral,NA,NA,NA,NA,3- Neutral,3- Neutral,3- Neutral,2- No,NA,NA,NA,NA,2- No,2- No,2- No,4- High probability,NA,NA,NA,NA,4- High probability,4- High probability,4- High probability,NA,NA,NA,NA,NA,NA,No reasons,NA,NA,NA,No reason,NA,"1- Conferences, lectures, etc. on open science,5- Publications containing open science theory and practice",NA,3- Neutral,1- Strongly unwilling,3- Neutral,2- Differences in academic culture and research practices,NA,"1- Literature resources purchased by the university library,2- Google Scholar, web of science and other free indexing engines,9- Ask friends or academic community for help",NA,30,62,73,96,72,64,75,96,91,5,"No, I have never done it before","Yes, I have done it before","No, I have never done it before","No, I have never done it before","No, I have never done it before","No, I have never done it before","No, I have never done it before","Yes, I have done it before","Yes, I have done it before","No, I have never done it before",63,71,55,62,72,34,67,61,NA,16,Probably acceptable,Acceptable,Probably acceptable,Probably acceptable,Probably acceptable,Probably acceptable,Acceptable,Probably acceptable,Acceptable,Unacceptable,3- Moderately important,No,NA,NA,Female,NA,25,Undergraduate,NA,University of Abuja,Science (including science and technology),I haven't had any relevant practice,56,NA
2024-04-15 12:17:56,2024-04-15 12:31:52,IP Address,102.89.34.71,100,835,True,2024-04-15 12:31:53,R_3N1Sur4RAW40oM6,NA,NA,NA,NA,6.4474,3.3903,anonymous,EN-GB,"Yes, I fully understand","Yes, I fully understand","4- Open Data
(making research data publicly available, e.g FAIR data)
,7- Open Access Publication
(making peer-reviewed papers or other publications publicly available)
",NA,NA,NA,4- Agree,NA,NA,4- Agree,NA,NA,NA,NA,1- I have done (including as a principal author or participant),NA,NA,1- I have done (including as a principal author or participant),NA,NA,NA,NA,4- High probability,NA,NA,3- Probable,NA,NA,NA,"8- Concern that others will use my data incorrectly or inappropriately, which may lead to misleading results,10- Sharing sensitive data leads to less privacy, and the inability to anonymise it raises some related issues",NA,NA,NA,NA,NA,NA,NA,NA,NA,"3- Open access academic journals and publications, such as PLOS",NA,4- Willing,1- Strongly unwilling,3- Neutral,"1- There are language barriers that make communication difficult,4- Inadequate funding and resources for research",NA,"1- Literature resources purchased by the university library,2- Google Scholar, web of science and other free indexing engines",NA,68,76,69,41,18,69,59,71,68,66,"Yes, I have done it before","Yes, I have done it before","Yes, I have done it before","Yes, I have done it before","Yes, I have done it before","Yes, I have done it before","Yes, I have done it before","Yes, I have done it before","Yes, I have done it before","Yes, I have done it before",69,73,75,73,74,72,74,59,65,68,Unacceptable,Probably acceptable,Probably acceptable,Probably acceptable,Acceptable,Probably acceptable,Probably acceptable,Probably acceptable,Acceptable,Unacceptable,4- Important,"Yes, need human sample",4- High representativeness,63,Male,NA,29,Postgraduate,NA,Federal University of Agriculture,Science (including science and technology),I haven't had any relevant practice,85,NA
2024-04-15 09:34:05,2024-04-15 12:49:09,IP Address,105.112.230.30,100,11703,True,2024-04-15 12:49:10,R_53swjflQAhDKgOo,NA,NA,NA,NA,12.996,7.6049,anonymous,EN-GB,"Yes, I fully understand","Yes, I fully understand","4- Open Data
(making research data publicly available, e.g FAIR data)
",NA,NA,NA,5- Strongly agree,NA,NA,NA,NA,NA,NA,NA,1- I have done (including as a principal author or participant),NA,NA,NA,NA,NA,NA,NA,4- High probability,NA,NA,NA,NA,NA,NA,"▢	2- There is a lack of long-term data storage solutions, and short-term data storage solutions require frequent maintenance, which is inconvenient ,3- Data sharing will cost lots of time ,5- The volume of data is too large to upload,7- Other researchers may find errors in my data, then laugh at or accuse me,8- Concern that others will use my data incorrectly or inappropriately, which may lead to misleading results,10- Sharing sensitive data leads to less privacy, and the inability to anonymise it raises some related issues,13- No foreseeable benefits or the returns don't match the cost of the time and effort expended,16- Business conflicts of interest result in lack of access to data",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1- Conferences, lectures, etc. on open science,2- Social media and blogs such as Twitter, WeChat, etc,5- Publications containing open science theory and practice,6- Open science-related tools such as Github,7- Advocacy from supervisors, colleagues or university/college",NA,4- Willing,1- Strongly unwilling,2- Difficult,"1- There are language barriers that make communication difficult,2- Differences in academic culture and research practices,3- Legal restrictions on international data sharing and privacy protection issues,4- Inadequate funding and resources for research,5- Challenges of policy or administrative constraints on international cooperation,6- Copyright Issues and Open Access Challenges in Academic Publishing,9- International differences in science evaluation and incentive mechanisms,10- Potential impact of political and economic factors on cooperation",NA,"1- Literature resources purchased by the university library,2- Google Scholar, web of science and other free indexing engines,4- SCI-HUB,7- Databases of societies such as the Royal Physical Society database,9- Ask friends or academic community for help",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes, I have done it before","Yes, I have done it before","Yes, I have done it before","Yes, I have done it before","Yes, I have done it before","Yes, I have done it before","Yes, I have done it before","Yes, I have done it before","Yes, I have done it before","Yes, I have done it before",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unacceptable,Unacceptable,Unacceptable,Unacceptable,Unacceptable,Unacceptable,Unacceptable,Unacceptable,Unacceptable,Unacceptable,4- Important,"Yes, need human sample",2- Low representativeness,70,Male,NA,28,Postgraduate,NA,Joseph Sarwuan Tarka university makurdi,Science (including science and technology),2018,52,Well structured hypothesis
2024-04-15 14:55:00,2024-04-15 15:31:35,IP Address,92.17.120.169,100,2195,True,2024-04-15 15:31:36,R_2soXI13qvL5MgWT,NA,NA,NA,NA,53.7981,-1.7623,anonymous,EN-GB,"Yes, I fully understand","Yes, I fully understand","1- Study Preregistration
(e.g pre-analysis plan, prospective registration)
,3- Replication Studies
 (research attempting to reproduce the methods and findings of prior research) 
,4- Open Data
(making research data publicly available, e.g FAIR data)
,6- Preprints
(making research papers available prior to journal peer-review in an online repository)
,7- Open Access Publication
(making peer-reviewed papers or other publications publicly available)
,8- Open Peer Review
 (journal or grant peer review where authors and reviewers are aware of each other's identity) 
",4- Agree,NA,5- Strongly agree,4- Agree,NA,3- Neutral,5- Strongly agree,2- Disagree,2- No,NA,2- No,2- No,NA,2- No,1- I have done (including as a principal author or participant),2- No,3- Probable,NA,3- Probable,3- Probable,NA,3- Probable,5- Very high probability,3- Probable,"1- Replicating the research of others requires raw data or code, but sometimes the data and code may not be publicly available, or the data storage may be irregular and difficult to access",NA,"8- Concern that others will use my data incorrectly or inappropriately, which may lead to misleading results",NA,NA,NA,"2- Open peer review can be flooded with comments and feedback, causing the review process to become too lengthy,3- Open peer review may introduce more non-specialists to comment, which may result in reviewers of varying academic calibre, thereby reducing the quality and accuracy of the review.,4- Disclosure of the reviewers' identity may lead to reviewers' reluctance to offer controversial opinions or comments, as they may fear that they will be attacked or discredited by others.,5- Some may abuse the opportunity for open peer review to undermine an author's reputation or diminish the credibility of a publication by making offensive or negative comments,6- Some people may be reluctant to provide honest feedback and comments because they want to maintain a positive relationship, so there may be more praise and less criticism, which may affect the quality of the review",NA,NA,NA,No reason,NA,"1- Conferences, lectures, etc. on open science,3- Open access academic journals and publications, such as PLOS,7- Advocacy from supervisors, colleagues or university/college",NA,4- Willing,1- Strongly unwilling,3- Neutral,"2- Differences in academic culture and research practices,4- Inadequate funding and resources for research,7- Research area specialisation and technical barriers",NA,"1- Literature resources purchased by the university library,2- Google Scholar, web of science and other free indexing engines,4- SCI-HUB,8- Write an email to the author requesting the article,9- Ask friends or academic community for help",NA,60,80,70,80,70,80,80,70,50,30,"Yes, I have done it before","Yes, I have done it before","Yes, I have done it before","No, I have never done it before","Yes, I have done it before","Yes, I have done it before","Yes, I have done it before","Yes, I have done it before","No, I have never done it before","No, I have never done it before",80,50,50,30,40,80,50,75,50,1,Probably acceptable,Probably acceptable,Probably acceptable,Unacceptable,Probably acceptable,Probably acceptable,Probably acceptable,Unacceptable,Unacceptable,Unacceptable,5- Very important,"Yes, need human sample",3- Medium representativeness,80,Male,NA,39,Postgraduate,NA,University of Bradford,Interdisciplinary,2021,90,NA
2024-04-15 17:23:19,2024-04-15 17:37:54,IP Address,108.205.172.249,100,875,True,2024-04-15 17:37:56,R_2B5kW43mxlqnvmF,NA,NA,NA,NA,36.0949,-94.1678,anonymous,EN-GB,"Yes, I fully understand","Yes, I fully understand","2- Registered Reports
 (format of empirical article where a study proposal is reviewed before the research is undertaken) 
,4- Open Data
(making research data publicly available, e.g FAIR data)
,5- Open Code
(making analysis code publicly available)
,6- Preprints
(making research papers available prior to journal peer-review in an online repository)
,7- Open Access Publication
(making peer-reviewed papers or other publications publicly available)
,8- Open Peer Review
 (journal or grant peer review where authors and reviewers are aware of each other's identity) 
",NA,4- Agree,NA,5- Strongly agree,5- Strongly agree,3- Neutral,5- Strongly agree,5- Strongly agree,NA,2- No,NA,2- No,NA,NA,1- I have done (including as a principal author or participant),1- I have done (including as a principal author or participant),NA,1- Extremely low probability,NA,5- Very high probability,5- Very high probability,3- Probable,5- Very high probability,5- Very high probability,NA,NA,No reasons,NA,"11- My colleagues are unwilling to open code, so I would not share my data either",NA,"6- Some people may be reluctant to provide honest feedback and comments because they want to maintain a positive relationship, so there may be more praise and less criticism, which may affect the quality of the review",NA,No reasons,NA,6- Worried that others will see my preprint and rush to publish,NA,"1- Conferences, lectures, etc. on open science",NA,4- Willing,1- Strongly unwilling,3- Neutral,"4- Inadequate funding and resources for research,5- Challenges of policy or administrative constraints on international cooperation,7- Research area specialisation and technical barriers,9- International differences in science evaluation and incentive mechanisms,10- Potential impact of political and economic factors on cooperation",NA,"2- Google Scholar, web of science and other free indexing engines,4- SCI-HUB,7- Databases of societies such as the Royal Physical Society database,8- Write an email to the author requesting the article,9- Ask friends or academic community for help",NA,NA,NA,NA,NA,NA,NA,NA,75,NA,NA,"No, I have never done it before","No, I have never done it before","Yes, I have done it before","No, I have never done it before","No, I have never done it before","No, I have never done it before","No, I have never done it before","Yes, I have done it before","No, I have never done it before","No, I have never done it before",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Probably acceptable,Acceptable,Acceptable,Unacceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Unacceptable,5- Very important,No,NA,NA,Male,NA,37,Post-doc,NA,"University of Lagos, Nigeria",Science (including science and technology),Not remember,34,Not applicable
2024-04-16 03:02:40,2024-04-16 03:24:47,IP Address,102.88.62.72,100,1327,True,2024-04-16 03:24:49,R_2q9UB2LLoZthFKi,NA,NA,NA,NA,6.4474,3.3903,anonymous,EN-GB,"Yes, I fully understand","Yes, I fully understand","3- Replication Studies
 (research attempting to reproduce the methods and findings of prior research) 
,7- Open Access Publication
(making peer-reviewed papers or other publications publicly available)
",NA,NA,4- Agree,NA,NA,NA,5- Strongly agree,NA,NA,NA,1- I have done (including as a principal author or participant),NA,NA,NA,1- I have done (including as a principal author or participant),NA,NA,NA,4- High probability,NA,NA,NA,4- High probability,NA,2- The original research methodology was not made public,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1- Conferences, lectures, etc. on open science,7- Advocacy from supervisors, colleagues or university/college",NA,1- Strongly unwilling,1- Strongly unwilling,2- Difficult,"2- Differences in academic culture and research practices,4- Inadequate funding and resources for research",NA,"1- Literature resources purchased by the university library,2- Google Scholar, web of science and other free indexing engines,4- SCI-HUB,7- Databases of societies such as the Royal Physical Society database,8- Write an email to the author requesting the article",NA,90,100,65,60,80,70,45,89,97,NA,"Yes, I have done it before","Yes, I have done it before","No, I have never done it before","Yes, I have done it before","Yes, I have done it before","Yes, I have done it before","No, I have never done it before","No, I have never done it before","No, I have never done it before","No, I have never done it before",57,85,73,77,88,91,44,45,42,14,Unacceptable,Probably acceptable,Probably acceptable,Acceptable,Acceptable,Acceptable,Probably acceptable,Unacceptable,Unacceptable,Unacceptable,5- Very important,"Yes, need human sample",3- Medium representativeness,73,Male,NA,30,Postgraduate,NA,Benue state University,Agriculture,2023,61,It's ok and will undoubtedly contribute to new knowledge.
2024-04-16 04:24:28,2024-04-16 04:32:59,IP Address,158.132.12.160,100,511,True,2024-04-16 04:33:00,R_48G3Y3hsd7R5HW4,NA,NA,NA,NA,22.2908,114.1501,anonymous,EN-GB,"Yes, I fully understand","Yes, I fully understand","2- Registered Reports
 (format of empirical article where a study proposal is reviewed before the research is undertaken) 
,3- Replication Studies
 (research attempting to reproduce the methods and findings of prior research) 
,4- Open Data
(making research data publicly available, e.g FAIR data)
,5- Open Code
(making analysis code publicly available)
,6- Preprints
(making research papers available prior to journal peer-review in an online repository)
,7- Open Access Publication
(making peer-reviewed papers or other publications publicly available)
,8- Open Peer Review
 (journal or grant peer review where authors and reviewers are aware of each other's identity) 
",NA,5- Strongly agree,5- Strongly agree,5- Strongly agree,5- Strongly agree,2- Disagree,5- Strongly agree,5- Strongly agree,NA,3- My research doesn't involve this,1- I have done (including as a principal author or participant),1- I have done (including as a principal author or participant),1- I have done (including as a principal author or participant),1- I have done (including as a principal author or participant),1- I have done (including as a principal author or participant),2- No,NA,1- Extremely low probability,4- High probability,5- Very high probability,5- Very high probability,3- Probable,4- High probability,3- Probable,"2- The original research methodology was not made public,5- Colleagues didn't replicate other people's research much, which made me think I didn't need to do it either",NA,"3- Data sharing will cost lots of time ,5- The volume of data is too large to upload,7- Other researchers may find errors in my data, then laugh at or accuse me,11- My colleagues are unwilling to share data, so I would not share my data either,12- My supervisor asked me not to share data,14- Privacy and confidentiality agreements require that data not be disclosed,15- Sensitive data is not available",NA,"3- Open code will cost lots of time,9- Sharing sensitive code leads to less privacy, and the inability to anonymise it raises some related issues,13- Privacy and confidentiality agreements require that code not be disclosed",NA,5- Some may abuse the opportunity for open peer review to undermine an author's reputation or diminish the credibility of a publication by making offensive or negative comments,NA,My studies are not involved in registered reports,NA,"3- Preprint articles without peer review are less credible and prone to erroneous conclusions affecting public perception and trust,8- My supervisor doesn't want me to upload a preprint",NA,"1- Conferences, lectures, etc. on open science,3- Open access academic journals and publications, such as PLOS,5- Publications containing open science theory and practice",NA,5- Highly willing,1- Strongly unwilling,2- Difficult,"2- Differences in academic culture and research practices,4- Inadequate funding and resources for research,5- Challenges of policy or administrative constraints on international cooperation,6- Copyright Issues and Open Access Challenges in Academic Publishing,10- Potential impact of political and economic factors on cooperation",NA,1- Literature resources purchased by the university library,NA,47,55,76,68,60,100,69,96,66,75,"No, I have never done it before","Yes, I have done it before","No, I have never done it before","Yes, I have done it before","No, I have never done it before","Yes, I have done it before","Yes, I have done it before","Yes, I have done it before","Yes, I have done it before","Yes, I have done it before",65,67,87,67,91,75,72,75,77,72,Unacceptable,Probably acceptable,Probably acceptable,Probably acceptable,Probably acceptable,Probably acceptable,Probably acceptable,Probably acceptable,Probably acceptable,Probably acceptable,4- Important,No,NA,NA,Male,NA,32,PhD,NA,Hong Kong Polytechnic University,Engineering,I haven't had any relevant practice,61,NA
